antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'butter'}),frozenset({'whole milk'}),0.12647511544381734,0.4581836839404823,0.06618778860954336,0.5233265720081136,1.142176359287585,0.008238954288697337,1.1366614630525202,0.14250133752233943
frozenset({'whole milk'}),frozenset({'butter'}),0.4581836839404823,0.12647511544381734,0.06618778860954336,0.1444568868980963,1.1421763592875849,0.008238954288697337,1.021017960613444,0.22974292342024893
frozenset({'other vegetables'}),frozenset({'canned beer'}),0.3766033863519754,0.16521292970754234,0.0672139558748076,0.1784741144414169,1.0802672330631102,0.004994207077816275,1.0161421386312834,0.11919077686677333
frozenset({'canned beer'}),frozenset({'other vegetables'}),0.16521292970754234,0.3766033863519754,0.0672139558748076,0.40683229813664595,1.0802672330631102,0.004994207077816275,1.0509618303385546,0.08900847811501512
frozenset({'canned beer'}),frozenset({'rolls/buns'}),0.16521292970754234,0.3496664956387891,0.06670087224217547,0.4037267080745341,1.1546050682865252,0.008931446077121548,1.0906634812724474,0.1604037634154413
frozenset({'rolls/buns'}),frozenset({'canned beer'}),0.3496664956387891,0.16521292970754234,0.06670087224217547,0.19075568598679382,1.1546050682865252,0.008931446077121548,1.0315637142417224,0.205898953117888
frozenset({'canned beer'}),frozenset({'soda'}),0.16521292970754234,0.3134940995382247,0.054643406875320676,0.3307453416149068,1.0550289211251282,0.002850128244582674,1.0257767979057617,0.06248142409053784
frozenset({'soda'}),frozenset({'canned beer'}),0.3134940995382247,0.16521292970754234,0.054643406875320676,0.17430441898527005,1.0550289211251282,0.002850128244582674,1.0110107035652955,0.07597703811308301
frozenset({'canned beer'}),frozenset({'whole milk'}),0.16521292970754234,0.4581836839404823,0.08722421754746024,0.5279503105590062,1.1522678110632734,0.011526348779458531,1.1477950905997678,0.15829928775443783
frozenset({'whole milk'}),frozenset({'canned beer'}),0.4581836839404823,0.16521292970754234,0.08722421754746024,0.19036954087346025,1.1522678110632734,0.011526348779458531,1.0310717202920674,0.24389483065953627
frozenset({'canned beer'}),frozenset({'yogurt'}),0.16521292970754234,0.28296562339661363,0.051821446895844024,0.3136645962732919,1.108490114481679,0.0050718672479683966,1.044728820209459,0.11724184096344482
frozenset({'yogurt'}),frozenset({'canned beer'}),0.28296562339661363,0.16521292970754234,0.051821446895844024,0.1831368993653672,1.108490114481679,0.0050718672479683966,1.0219424401027535,0.13649551001611787
frozenset({'chicken'}),frozenset({'whole milk'}),0.10056439199589533,0.4581836839404823,0.05002565418163161,0.49744897959183676,1.0856977169367188,0.003948690583717537,1.0781319588595482,0.0877587139994443
frozenset({'whole milk'}),frozenset({'chicken'}),0.4581836839404823,0.10056439199589533,0.05002565418163161,0.10918253079507279,1.0856977169367188,0.003948690583717537,1.0096744160247209,0.14568278943278962
frozenset({'other vegetables'}),frozenset({'citrus fruit'}),0.3766033863519754,0.18547973319651104,0.07747562852744998,0.20572207084468666,1.1091350375554476,0.007623332905983021,1.0254852072620255,0.1578393699070668
frozenset({'citrus fruit'}),frozenset({'other vegetables'}),0.18547973319651104,0.3766033863519754,0.07747562852744998,0.41770401106500693,1.1091350375554476,0.007623332905983021,1.0705837331770116,0.12080304531469994
frozenset({'citrus fruit'}),frozenset({'rolls/buns'}),0.18547973319651104,0.3496664956387891,0.07183170856849666,0.38727524204702624,1.107556048055252,0.006975660249655069,1.061379511632405,0.11922497187851518
frozenset({'rolls/buns'}),frozenset({'citrus fruit'}),0.3496664956387891,0.18547973319651104,0.07183170856849666,0.20542920029347028,1.107556048055252,0.006975660249655069,1.0251072240564687,0.14932516201746968
frozenset({'citrus fruit'}),frozenset({'soda'}),0.18547973319651104,0.3134940995382247,0.06516162134427912,0.351313969571231,1.1206398145570038,0.0070148194032487315,1.0583022729933125,0.13216690433380882
frozenset({'soda'}),frozenset({'citrus fruit'}),0.3134940995382247,0.18547973319651104,0.06516162134427912,0.20785597381342064,1.1206398145570036,0.0070148194032487315,1.0282476921837433,0.1568123771524077
frozenset({'citrus fruit'}),frozenset({'whole milk'}),0.18547973319651104,0.4581836839404823,0.09235505387378143,0.4979253112033195,1.0867373253474464,0.007371266421506234,1.0791548113251552,0.09798950131233596
frozenset({'whole milk'}),frozenset({'citrus fruit'}),0.4581836839404823,0.18547973319651104,0.09235505387378143,0.20156774916013437,1.0867373253474464,0.007371266421506234,1.0201495066697275,0.14730902777777777
frozenset({'citrus fruit'}),frozenset({'yogurt'}),0.18547973319651104,0.28296562339661363,0.05823499230374551,0.313969571230982,1.1095678954291641,0.005750603972357188,1.0451932546053395,0.12123486766797315
frozenset({'yogurt'}),frozenset({'citrus fruit'}),0.28296562339661363,0.18547973319651104,0.05823499230374551,0.20580235720761558,1.109567895429164,0.005750603972357188,1.025588874753708,0.1377176045959981
frozenset({'whole milk'}),frozenset({'coffee'}),0.4581836839404823,0.11493073370959467,0.05515649050795279,0.12038073908174692,1.0474199128139496,0.002497103538908134,1.0061958686153176,0.08355796335447477
frozenset({'coffee'}),frozenset({'whole milk'}),0.11493073370959467,0.4581836839404823,0.05515649050795279,0.47991071428571425,1.0474199128139496,0.002497103538908134,1.0417755776595017,0.05115200539265238
